ticket_id,customer_age,date_of_purchase,ticket_status,first_response_time,time_to_resolution,customer_satisfaction_rating,purchase_year,purchase_month,purchase_day,customer_name_encoded,customer_email_encoded,customer_gender_encoded,product_purchased_encoded,ticket_type_encoded,ticket_subject_encoded,ticket_description_encoded,resolution_encoded,ticket_priority_encoded,ticket_channel_encoded,customer_age_normalized
183,33,2021-04-18,Closed,2023-06-01 01:29:56,2023-06-01 06:34:56,4.0,2021,4,18,3047,5133,0,36,2,4,5263,2609,1,0,0.2884615384615385
184,32,2020-03-16,Closed,2023-05-31 23:38:57,2023-06-01 03:51:57,4.0,2020,3,16,7420,6091,0,18,0,8,389,1201,3,2,0.2692307692307693
185,29,2021-10-17,Pending Customer Response,2023-06-01 13:47:59,,3.0,2021,10,17,7147,8305,0,34,3,13,3997,2573,1,0,0.2115384615384615
186,50,2021-03-19,Open,,,3.0,2021,3,19,4094,3228,2,37,4,15,7833,2573,2,2,0.6153846153846154
187,33,2021-04-23,Pending Customer Response,2023-06-01 07:30:00,,3.0,2021,4,23,5246,4297,0,41,2,14,6041,2573,3,2,0.2884615384615385
188,46,2021-01-19,Pending Customer Response,2023-06-01 17:14:02,,3.0,2021,1,19,5386,6896,1,23,1,8,2330,2573,2,2,0.5384615384615385
189,37,2021-01-10,Closed,2023-06-01 15:58:03,2023-06-01 07:32:03,1.0,2021,1,10,772,1344,2,34,3,11,8047,4,1,2,0.3653846153846154
190,46,2020-04-25,Open,,,3.0,2020,4,25,7443,1388,2,21,4,5,5271,2573,0,3,0.5384615384615385
191,70,2021-02-09,Pending Customer Response,2023-06-01 03:09:06,,3.0,2021,2,9,6271,6888,2,41,3,13,2930,2573,0,2,1.0
192,57,2020-10-14,Pending Customer Response,2023-05-31 23:17:07,,3.0,2020,10,14,3546,5887,0,12,2,4,7681,2573,2,1,0.7500000000000001
193,58,2021-10-28,Closed,2023-06-01 21:31:09,2023-05-31 22:49:09,1.0,2021,10,28,872,5100,2,16,2,0,3444,1885,3,2,0.7692307692307693
194,18,2021-09-03,Pending Customer Response,2023-06-01 05:08:10,,3.0,2021,9,3,7541,168,1,16,1,14,7011,2573,0,0,0.0
195,57,2021-06-15,Closed,2023-06-01 04:08:11,2023-06-01 11:49:11,2.0,2021,6,15,1692,6095,1,36,0,9,3798,2168,3,3,0.7500000000000001
196,29,2020-06-11,Open,,,3.0,2020,6,11,351,6024,2,28,3,11,7101,2573,1,3,0.2115384615384615
197,66,2021-08-08,Pending Customer Response,2023-06-01 18:04:14,,3.0,2021,8,8,4288,6956,0,19,3,5,5950,2573,2,3,0.9230769230769232
198,30,2021-01-28,Closed,2023-06-01 02:54:15,2023-05-31 22:36:15,3.0,2021,1,28,6388,7681,1,24,3,4,6966,562,1,0,0.2307692307692308
199,60,2021-07-23,Closed,2023-06-01 01:07:17,2023-06-01 19:24:17,5.0,2021,7,23,5555,1360,0,1,1,13,960,1606,0,0,0.8076923076923078
200,66,2020-09-19,Closed,2023-06-01 12:39:19,2023-06-01 20:34:19,5.0,2020,9,19,7077,2813,2,9,2,15,1182,1043,3,0,0.9230769230769232
201,51,2021-01-13,Open,,,3.0,2021,1,13,5609,2959,2,4,2,2,1017,2573,0,1,0.6346153846153847
202,55,2021-12-16,Open,,,3.0,2021,12,16,3093,1375,2,14,3,4,3505,2573,3,3,0.7115384615384616
203,26,2021-04-01,Open,,,3.0,2021,4,1,3327,2569,0,23,0,13,4944,2573,3,0,0.1538461538461538
204,46,2020-05-19,Pending Customer Response,2023-05-31 23:25:26,,3.0,2020,5,19,1154,3326,1,20,2,1,5493,2573,2,2,0.5384615384615385
205,43,2020-06-11,Closed,2023-06-01 17:47:28,2023-06-01 17:50:28,3.0,2020,6,11,2838,2197,0,17,1,15,1915,119,1,2,0.4807692307692308
206,55,2020-11-24,Closed,2023-06-01 13:56:29,2023-06-01 11:18:29,1.0,2020,11,24,5178,3365,1,39,3,4,4697,680,3,2,0.7115384615384616
207,47,2020-11-04,Open,,,3.0,2020,11,4,3040,4063,1,34,0,15,5420,2573,1,2,0.5576923076923077
208,48,2021-07-27,Pending Customer Response,2023-06-01 00:51:31,,3.0,2021,7,27,300,6489,0,28,0,5,4577,2573,0,1,0.576923076923077
209,38,2021-03-12,Open,,,3.0,2021,3,12,914,6127,1,9,3,0,1676,2573,1,1,0.3846153846153847
210,62,2020-02-04,Closed,2023-06-01 21:50:34,2023-06-01 20:10:34,1.0,2020,2,4,5509,1113,2,31,4,4,6297,2752,2,0,0.8461538461538461
211,39,2020-01-16,Pending Customer Response,2023-05-31 23:41:36,,3.0,2020,1,16,4944,5228,1,37,4,15,3695,2573,2,2,0.4038461538461538
212,49,2020-04-06,Pending Customer Response,2023-06-01 12:37:38,,3.0,2020,4,6,2941,3682,2,21,2,1,1476,2573,2,3,0.5961538461538463
213,34,2021-04-15,Open,,,3.0,2021,4,15,4436,529,0,15,4,8,2632,2573,3,3,0.3076923076923077
214,62,2021-12-24,Open,,,3.0,2021,12,24,7232,4764,1,3,0,7,1789,2573,1,2,0.8461538461538461
215,28,2020-03-03,Open,,,3.0,2020,3,3,3210,88,1,4,2,5,188,2573,2,1,0.1923076923076924
216,59,2021-09-13,Open,,,3.0,2021,9,13,1734,6174,0,37,0,10,6414,2573,0,0,0.7884615384615384
217,18,2021-01-03,Pending Customer Response,2023-06-01 14:13:43,,3.0,2021,1,3,474,7752,0,35,4,4,45,2573,1,0,0.0
218,20,2020-12-02,Open,,,3.0,2020,12,2,4981,5198,2,30,0,1,2502,2573,2,0,0.0384615384615384
219,44,2021-02-12,Pending Customer Response,2023-06-01 03:11:47,,3.0,2021,2,12,3335,8249,1,32,0,1,3686,2573,0,1,0.5000000000000001
220,65,2021-09-23,Closed,2023-06-01 09:57:49,2023-06-01 11:02:49,2.0,2021,9,23,935,7327,0,9,4,14,2649,565,0,3,0.903846153846154
221,70,2021-03-21,Closed,2023-06-01 13:53:51,2023-06-01 05:45:51,5.0,2021,3,21,2967,3849,0,39,0,7,5527,1329,3,3,1.0
222,34,2021-03-27,Pending Customer Response,2023-06-01 09:13:53,,3.0,2021,3,27,6359,7780,2,11,0,7,4179,2573,0,0,0.3076923076923077
223,64,2021-02-05,Pending Customer Response,2023-05-31 23:24:53,,3.0,2021,2,5,6284,8148,2,36,1,0,248,2573,0,2,0.8846153846153847
224,67,2020-05-27,Pending Customer Response,2023-05-31 22:57:55,,3.0,2020,5,27,182,3418,0,23,3,12,3668,2573,2,0,0.9423076923076924
225,59,2020-11-16,Open,,,3.0,2020,11,16,171,2083,1,16,3,8,4454,2573,3,0,0.7884615384615384
226,35,2020-03-29,Closed,2023-06-01 12:23:57,2023-05-31 21:54:57,4.0,2020,3,29,2798,379,0,33,4,12,1905,2599,1,0,0.326923076923077
227,53,2021-01-04,Closed,2023-05-31 22:49:59,2023-06-01 16:11:59,4.0,2021,1,4,482,7604,0,3,0,12,3549,2757,1,2,0.6730769230769232
228,56,2020-03-08,Pending Customer Response,2023-06-01 04:59:00,,3.0,2020,3,8,1207,3891,1,19,1,12,8064,2573,2,2,0.730769230769231
229,32,2020-07-21,Open,,,3.0,2020,7,21,379,6300,1,38,0,12,4788,2573,2,2,0.2692307692307693
230,66,2021-02-20,Closed,2023-06-01 08:10:04,2023-06-01 10:40:04,2.0,2021,2,20,6302,6917,1,27,4,6,5365,1386,0,3,0.9230769230769232
231,65,2020-06-29,Pending Customer Response,2023-06-01 16:17:06,,3.0,2020,6,29,6309,826,1,11,3,5,5145,2573,2,0,0.903846153846154
232,55,2020-10-31,Pending Customer Response,2023-06-01 00:58:07,,3.0,2020,10,31,229,1897,1,13,4,0,1374,2573,1,2,0.7115384615384616
233,40,2021-03-21,Open,,,3.0,2021,3,21,7118,6706,1,19,4,5,1748,2573,1,1,0.4230769230769231
234,67,2021-02-01,Pending Customer Response,2023-06-01 13:13:09,,3.0,2021,2,1,6173,302,2,7,3,6,5373,2573,1,0,0.9423076923076924
235,65,2020-03-29,Open,,,3.0,2020,3,29,694,3580,0,11,1,11,5940,2573,0,0,0.903846153846154
236,18,2020-12-04,Pending Customer Response,2023-06-01 05:47:13,,3.0,2020,12,4,6601,7907,0,9,0,10,5456,2573,0,1,0.0
237,40,2021-01-07,Closed,2023-06-01 08:21:14,2023-06-01 00:43:14,3.0,2021,1,7,4764,6374,1,41,3,14,7162,816,0,2,0.4230769230769231
238,31,2021-09-16,Closed,2023-06-01 00:51:16,2023-06-01 08:38:16,4.0,2021,9,16,4985,4609,1,39,2,10,3192,2169,1,3,0.25
239,69,2021-01-21,Pending Customer Response,2023-06-01 16:22:18,,3.0,2021,1,21,1483,1883,0,21,3,11,4614,2573,0,1,0.980769230769231
240,48,2020-02-22,Open,,,3.0,2020,2,22,6778,3722,1,28,1,15,3281,2573,2,1,0.576923076923077
241,66,2021-07-25,Closed,2023-06-01 12:44:21,2023-06-01 09:42:21,5.0,2021,7,25,5409,3087,1,32,4,4,5567,2622,2,3,0.9230769230769232
242,55,2021-10-26,Closed,2023-06-01 08:10:23,2023-06-01 21:49:23,2.0,2021,10,26,4996,7350,1,41,0,11,3983,2753,2,3,0.7115384615384616
243,30,2021-05-29,Open,,,3.0,2021,5,29,1348,1555,1,12,4,4,4600,2573,0,0,0.2307692307692308
244,43,2020-05-21,Pending Customer Response,2023-06-01 06:35:25,,3.0,2020,5,21,5902,5485,2,22,4,4,6330,2573,0,0,0.4807692307692308
245,66,2020-01-15,Pending Customer Response,2023-06-01 06:07:27,,3.0,2020,1,15,4203,6014,0,25,1,7,1528,2573,3,2,0.9230769230769232
246,55,2020-04-07,Pending Customer Response,2023-06-01 04:19:28,,3.0,2020,4,7,374,2166,1,41,0,13,2674,2573,3,2,0.7115384615384616
247,59,2020-02-09,Pending Customer Response,2023-06-01 05:41:30,,3.0,2020,2,9,6910,4872,1,16,4,0,5631,2573,3,0,0.7884615384615384
248,37,2020-01-22,Open,,,3.0,2020,1,22,2317,1332,2,27,0,6,6531,2573,3,0,0.3653846153846154
249,44,2021-04-22,Pending Customer Response,2023-06-01 09:57:34,,3.0,2021,4,22,3120,6817,1,5,3,15,1517,2573,0,3,0.5000000000000001
250,35,2021-09-20,Closed,2023-06-01 15:10:34,2023-06-01 14:34:34,3.0,2021,9,20,1943,1126,1,38,3,11,6057,677,1,0,0.326923076923077
251,19,2021-07-27,Closed,2023-06-01 03:15:34,2023-06-01 08:04:34,2.0,2021,7,27,8025,1321,0,34,4,13,4454,1007,0,2,0.0192307692307692
252,29,2020-12-05,Pending Customer Response,2023-06-01 14:54:36,,3.0,2020,12,5,3056,6475,2,27,4,9,3035,2573,0,3,0.2115384615384615
253,40,2020-03-20,Pending Customer Response,2023-06-01 03:30:37,,3.0,2020,3,20,6263,2443,2,15,1,8,6917,2573,1,3,0.4230769230769231
254,69,2021-11-13,Pending Customer Response,2023-06-01 19:13:38,,3.0,2021,11,13,141,1753,0,24,4,2,104,2573,1,3,0.980769230769231
255,51,2021-05-15,Pending Customer Response,2023-06-01 11:01:38,,3.0,2021,5,15,7869,6044,0,18,3,7,210,2573,2,1,0.6346153846153847
256,58,2020-11-22,Open,,,3.0,2020,11,22,5435,8237,0,5,3,8,2944,2573,1,3,0.7692307692307693
257,58,2021-07-18,Pending Customer Response,2023-06-01 02:09:42,,3.0,2021,7,18,7081,2262,0,17,1,7,4441,2573,1,0,0.7692307692307693
258,24,2020-06-09,Open,,,3.0,2020,6,9,3744,5716,0,31,1,6,4552,2573,1,3,0.1153846153846154
259,59,2021-02-05,Open,,,3.0,2021,2,5,5369,7755,0,30,2,2,751,2573,1,0,0.7884615384615384
260,33,2021-08-14,Closed,2023-06-01 05:54:46,2023-06-01 11:26:46,5.0,2021,8,14,6632,4653,1,33,0,1,1940,1954,2,3,0.2884615384615385
261,56,2021-05-04,Pending Customer Response,2023-06-01 00:09:48,,3.0,2021,5,4,7285,5766,2,2,0,8,3941,2573,1,3,0.730769230769231
262,42,2021-01-22,Open,,,3.0,2021,1,22,5245,6323,0,8,0,6,6072,2573,0,2,0.4615384615384615
263,48,2021-12-11,Closed,2023-06-01 05:44:50,2023-06-01 00:08:50,2.0,2021,12,11,3715,4249,1,26,2,6,1816,1672,3,0,0.576923076923077
264,52,2021-01-23,Open,,,3.0,2021,1,23,2157,8172,1,16,2,5,4198,2573,3,0,0.6538461538461539
265,46,2021-06-28,Closed,2023-06-01 16:39:52,2023-06-01 04:42:52,3.0,2021,6,28,3943,7588,2,39,3,2,6267,442,0,3,0.5384615384615385
266,29,2020-04-27,Closed,2023-06-01 20:18:54,2023-06-01 16:15:54,2.0,2020,4,27,2421,6525,1,20,1,11,3751,642,3,0,0.2115384615384615
267,20,2020-10-03,Open,,,3.0,2020,10,3,2636,2931,0,1,4,13,2843,2573,1,2,0.0384615384615384
268,37,2020-02-22,Open,,,3.0,2020,2,22,1113,5430,1,17,4,12,4451,2573,2,3,0.3653846153846154
269,69,2020-08-21,Pending Customer Response,2023-06-01 08:03:56,,3.0,2020,8,21,2101,8202,0,26,1,14,4577,2573,3,2,0.980769230769231
270,64,2021-05-10,Closed,2023-06-01 07:21:57,2023-06-01 16:09:57,3.0,2021,5,10,4191,1428,2,24,3,6,4244,2621,1,3,0.8846153846153847
271,63,2021-01-08,Closed,2023-06-01 14:06:58,2023-06-01 13:27:58,1.0,2021,1,8,6043,8025,1,40,0,3,7168,2458,0,2,0.8653846153846155
272,44,2021-07-15,Open,,,3.0,2021,7,15,7312,6516,2,2,3,9,6338,2573,0,2,0.5000000000000001
273,43,2021-10-25,Pending Customer Response,2023-06-01 11:24:00,,3.0,2021,10,25,3657,5338,1,20,4,2,504,2573,0,0,0.4807692307692308
274,35,2020-04-05,Open,,,3.0,2020,4,5,5137,1588,2,35,4,6,4570,2573,1,2,0.326923076923077
275,53,2021-04-16,Open,,,3.0,2021,4,16,810,5586,1,37,1,13,7081,2573,3,0,0.6730769230769232
276,61,2021-05-01,Open,,,3.0,2021,5,1,4810,3990,0,7,3,8,4308,2573,2,0,0.826923076923077
277,63,2021-12-01,Open,,,3.0,2021,12,1,7960,7242,0,6,0,12,7087,2573,3,0,0.8653846153846155
278,39,2020-02-26,Closed,2023-06-01 20:36:06,2023-06-01 14:25:06,4.0,2020,2,26,859,7292,0,5,0,14,1966,2220,3,0,0.4038461538461538
279,21,2021-06-07,Closed,2023-06-01 00:42:08,2023-05-31 23:05:08,5.0,2021,6,7,806,5625,2,3,4,15,1985,1543,2,3,0.0576923076923077
280,40,2021-06-24,Pending Customer Response,2023-06-01 06:29:09,,3.0,2021,6,24,6297,3380,0,33,0,12,1636,2573,1,3,0.4230769230769231
281,33,2021-05-08,Closed,2023-06-01 14:22:11,2023-06-01 16:09:11,2.0,2021,5,8,5096,267,1,7,2,14,5199,988,0,0,0.2884615384615385
282,52,2020-11-11,Pending Customer Response,2023-06-01 13:00:13,,3.0,2020,11,11,5456,1474,1,23,2,6,4233,2573,2,3,0.6538461538461539
283,64,2021-08-12,Open,,,3.0,2021,8,12,5602,819,1,18,1,15,982,2573,2,3,0.8846153846153847
284,39,2021-01-06,Open,,,3.0,2021,1,6,7570,4331,2,8,4,9,6282,2573,0,3,0.4038461538461538
285,35,2020-03-24,Pending Customer Response,2023-05-31 22:22:16,,3.0,2020,3,24,2698,5132,0,27,0,9,3645,2573,2,2,0.326923076923077
286,24,2021-11-06,Pending Customer Response,2023-05-31 22:02:18,,3.0,2021,11,6,3950,3648,0,2,4,10,5198,2573,3,3,0.1153846153846154
287,25,2021-10-23,Pending Customer Response,2023-06-01 09:38:19,,3.0,2021,10,23,6357,401,2,30,4,2,6998,2573,0,2,0.1346153846153846
288,37,2020-07-06,Open,,,3.0,2020,7,6,6064,4198,2,20,2,13,4572,2573,2,1,0.3653846153846154
289,54,2020-10-21,Open,,,3.0,2020,10,21,6459,4403,2,14,3,4,4254,2573,1,0,0.6923076923076924
290,30,2020-03-21,Pending Customer Response,2023-06-01 16:49:22,,3.0,2020,3,21,1153,8267,2,7,3,13,735,2573,0,1,0.2307692307692308
291,58,2020-04-04,Pending Customer Response,2023-05-31 22:57:22,,3.0,2020,4,4,1873,7584,2,34,0,9,4586,2573,2,0,0.7692307692307693
292,26,2021-01-27,Open,,,3.0,2021,1,27,3984,4576,1,19,1,3,4347,2573,1,3,0.1538461538461538
293,35,2021-12-09,Closed,2023-06-01 05:29:23,2023-06-01 09:47:23,2.0,2021,12,9,63,6405,0,32,0,11,7696,1474,1,1,0.326923076923077
294,65,2021-06-07,Open,,,3.0,2021,6,7,2416,7734,1,34,2,9,2207,2573,0,3,0.903846153846154
295,58,2020-09-03,Closed,2023-06-01 01:49:25,2023-06-01 00:15:25,3.0,2020,9,3,994,7817,0,32,2,2,1760,2024,0,2,0.7692307692307693
296,29,2021-03-20,Open,,,3.0,2021,3,20,5890,4481,0,11,3,3,6647,2573,3,1,0.2115384615384615
297,26,2021-04-02,Closed,2023-06-01 11:27:26,2023-06-01 08:26:26,5.0,2021,4,2,5644,7315,0,27,0,7,5581,40,3,3,0.1538461538461538
298,24,2020-09-12,Closed,2023-06-01 04:14:28,2023-06-01 17:40:28,2.0,2020,9,12,296,8222,1,3,1,2,3733,54,0,2,0.1153846153846154
299,22,2020-06-26,Open,,,3.0,2020,6,26,7184,2503,2,16,2,8,5638,2573,2,0,0.0769230769230769
300,68,2021-10-06,Pending Customer Response,2023-06-01 02:55:32,,3.0,2021,10,6,4580,6622,0,8,1,12,589,2573,3,2,0.9615384615384616
301,59,2020-10-07,Open,,,3.0,2020,10,7,7010,3381,2,2,1,12,7747,2573,1,3,0.7884615384615384
302,30,2020-05-03,Open,,,3.0,2020,5,3,1489,4651,2,8,1,14,5524,2573,3,3,0.2307692307692308
303,44,2020-01-22,Closed,2023-06-01 00:49:37,2023-06-01 01:53:37,1.0,2020,1,22,7376,7220,1,2,2,10,4747,2315,3,2,0.5000000000000001
304,28,2021-07-26,Pending Customer Response,2023-06-01 10:19:38,,3.0,2021,7,26,2412,3592,0,7,1,10,585,2573,3,3,0.1923076923076924
305,53,2021-03-06,Closed,2023-06-01 12:24:39,2023-06-01 21:20:39,5.0,2021,3,6,6607,844,0,2,1,15,6800,141,3,0,0.6730769230769232
306,33,2020-08-17,Open,,,3.0,2020,8,17,7901,5738,0,27,1,14,3555,2573,0,0,0.2884615384615385
307,32,2021-07-05,Closed,2023-06-01 17:07:42,2023-06-01 20:10:42,2.0,2021,7,5,5849,2819,0,15,3,10,3857,1036,2,3,0.2692307692307693
308,21,2020-05-05,Pending Customer Response,2023-06-01 08:11:43,,3.0,2020,5,5,4951,4125,0,20,4,11,4577,2573,0,3,0.0576923076923077
309,19,2021-04-20,Open,,,3.0,2021,4,20,1347,3738,2,13,2,4,1453,2573,1,0,0.0192307692307692
310,62,2020-07-17,Open,,,3.0,2020,7,17,1569,6933,0,35,4,15,2687,2573,1,0,0.8461538461538461
311,53,2020-09-06,Closed,2023-06-01 13:51:48,2023-06-01 04:49:48,2.0,2020,9,6,6212,7998,1,31,4,10,576,2087,1,3,0.6730769230769232
312,46,2020-07-18,Closed,2023-06-01 07:18:48,2023-06-01 09:18:48,2.0,2020,7,18,833,2000,0,6,3,13,2133,2480,0,0,0.5384615384615385
313,46,2020-06-26,Closed,2023-06-01 00:13:50,2023-06-01 01:29:50,1.0,2020,6,26,7368,1568,0,27,4,1,1465,2596,3,1,0.5384615384615385
314,18,2021-07-04,Open,,,3.0,2021,7,4,3615,3895,1,1,2,2,7852,2573,2,2,0.0
315,30,2021-01-15,Closed,2023-06-01 05:58:53,2023-06-01 05:41:53,2.0,2021,1,15,5789,3153,0,16,1,9,4252,1587,1,1,0.2307692307692308
316,33,2020-09-02,Pending Customer Response,2023-05-31 22:01:53,,3.0,2020,9,2,1807,4493,2,13,1,6,4576,2573,0,0,0.2884615384615385
317,52,2021-08-15,Open,,,3.0,2021,8,15,1809,5487,1,35,1,6,3905,2573,1,0,0.6538461538461539
318,18,2020-05-03,Closed,2023-06-01 07:32:56,2023-05-31 23:53:56,4.0,2020,5,3,7324,451,1,3,4,2,990,1277,2,0,0.0
319,28,2021-09-10,Pending Customer Response,2023-06-01 18:51:58,,3.0,2021,9,10,5671,2123,0,30,0,14,2866,2573,3,1,0.1923076923076924
320,29,2021-07-06,Open,,,3.0,2021,7,6,3082,6005,0,28,3,6,6661,2573,0,2,0.2115384615384615
321,27,2021-08-09,Closed,2023-06-01 12:49:01,2023-06-01 05:11:01,4.0,2021,8,9,3005,3162,2,28,1,15,5034,131,3,1,0.1730769230769231
322,66,2020-10-12,Open,,,3.0,2020,10,12,7740,2940,0,0,0,13,331,2573,1,1,0.9230769230769232
323,70,2021-11-24,Closed,2023-06-01 06:48:03,2023-05-31 23:56:03,3.0,2021,11,24,1549,5505,1,8,3,1,3885,1597,0,3,1.0
324,47,2021-01-15,Open,,,3.0,2021,1,15,1071,4309,2,8,4,3,3548,2573,0,3,0.5576923076923077
325,66,2020-03-11,Pending Customer Response,2023-06-01 06:35:07,,3.0,2020,3,11,2846,5640,2,22,2,1,1927,2573,2,2,0.9230769230769232
326,52,2020-01-27,Closed,2023-06-01 00:41:07,2023-06-01 11:28:07,4.0,2020,1,27,4107,5013,0,26,3,6,4586,416,2,2,0.6538461538461539
327,69,2020-07-14,Pending Customer Response,2023-06-01 04:58:08,,3.0,2020,7,14,1294,2706,1,15,2,0,6708,2573,0,1,0.980769230769231
328,45,2020-11-22,Open,,,3.0,2020,11,22,2190,5983,2,38,3,4,597,2573,2,3,0.5192307692307693
329,58,2021-08-09,Open,,,3.0,2021,8,9,6996,4107,0,29,4,11,7225,2573,3,0,0.7692307692307693
330,45,2021-10-21,Closed,2023-06-01 04:28:12,2023-06-01 09:59:12,5.0,2021,10,21,5044,6461,0,16,3,12,5707,2473,3,0,0.5192307692307693
331,55,2020-08-06,Open,,,3.0,2020,8,6,1218,716,2,3,3,12,5018,2573,2,2,0.7115384615384616
332,49,2020-07-09,Pending Customer Response,2023-06-01 00:05:16,,3.0,2020,7,9,3041,111,1,9,1,0,1260,2573,3,2,0.5961538461538463
333,21,2020-04-18,Closed,2023-06-01 18:11:18,2023-06-01 19:56:18,2.0,2020,4,18,1545,3318,1,13,4,4,946,2362,3,3,0.0576923076923077
334,41,2021-02-06,Closed,2023-06-01 10:39:19,2023-05-31 23:46:19,2.0,2021,2,6,6961,2592,2,31,4,7,5491,752,3,2,0.4423076923076924
335,63,2021-04-20,Pending Customer Response,2023-06-01 18:51:20,,3.0,2021,4,20,7352,1291,0,40,2,12,7974,2573,1,1,0.8653846153846155
336,36,2021-06-29,Open,,,3.0,2021,6,29,4918,2687,0,17,1,7,7389,2573,1,2,0.3461538461538461
337,33,2020-10-16,Pending Customer Response,2023-06-01 19:18:22,,3.0,2020,10,16,3180,2374,1,1,4,11,2714,2573,0,2,0.2884615384615385
338,56,2021-06-16,Open,,,3.0,2021,6,16,983,1623,2,31,4,0,2052,2573,1,1,0.730769230769231
339,45,2021-02-07,Closed,2023-06-01 08:44:25,2023-06-01 16:42:25,3.0,2021,2,7,2336,5673,1,41,4,11,7309,830,0,3,0.5192307692307693
340,33,2020-02-25,Closed,2023-06-01 15:40:26,2023-06-01 11:02:26,1.0,2020,2,25,835,6054,1,34,2,3,6672,1154,2,1,0.2884615384615385
341,25,2020-11-05,Open,,,3.0,2020,11,5,4168,7019,0,8,0,2,6854,2573,3,2,0.1346153846153846
342,20,2021-11-25,Pending Customer Response,2023-06-01 21:26:28,,3.0,2021,11,25,7610,4564,0,2,1,11,2641,2573,0,1,0.0384615384615384
343,21,2021-01-20,Closed,2023-06-01 15:44:28,2023-06-01 21:15:28,5.0,2021,1,20,3909,955,1,38,1,2,4573,1285,2,0,0.0576923076923077
344,48,2021-08-16,Open,,,3.0,2021,8,16,3261,2844,2,11,2,14,3840,2573,3,2,0.576923076923077
345,52,2021-05-16,Closed,2023-06-01 05:24:31,2023-06-01 17:25:31,3.0,2021,5,16,4752,4642,2,19,4,8,6063,486,1,2,0.6538461538461539
346,54,2021-04-12,Closed,2023-06-01 15:56:32,2023-06-01 07:13:32,5.0,2021,4,12,2765,1843,1,14,4,9,4279,2055,1,3,0.6923076923076924
347,63,2021-05-17,Open,,,3.0,2021,5,17,3016,1370,0,32,4,2,4421,2573,2,1,0.8653846153846155
348,44,2021-03-19,Open,,,3.0,2021,3,19,2497,2707,0,25,3,12,4347,2573,3,0,0.5000000000000001
349,52,2021-10-13,Pending Customer Response,2023-06-01 18:27:35,,3.0,2021,10,13,5071,425,1,5,4,1,708,2573,3,1,0.6538461538461539
350,28,2020-07-15,Closed,2023-05-31 23:30:36,2023-06-01 17:25:36,3.0,2020,7,15,5239,5157,0,20,0,1,42,1156,0,1,0.1923076923076924
351,70,2021-10-27,Closed,2023-06-01 07:33:38,2023-06-01 17:15:38,2.0,2021,10,27,6641,1419,2,14,1,11,3627,2076,0,3,1.0
352,51,2021-12-19,Pending Customer Response,2023-06-01 01:32:39,,3.0,2021,12,19,6646,1636,0,17,1,0,3177,2573,3,2,0.6346153846153847
353,47,2020-12-14,Closed,2023-06-01 16:10:40,2023-06-01 10:42:40,2.0,2020,12,14,4862,2752,1,7,3,7,6650,1519,1,1,0.5576923076923077
354,52,2021-12-29,Closed,2023-06-01 19:19:42,2023-06-01 04:54:42,4.0,2021,12,29,6951,6537,1,28,1,14,6974,2120,0,0,0.6538461538461539
355,51,2020-07-11,Pending Customer Response,2023-05-31 23:23:44,,3.0,2020,7,11,3589,3489,1,33,0,12,5966,2573,3,2,0.6346153846153847
356,18,2020-01-06,Pending Customer Response,2023-06-01 02:07:45,,3.0,2020,1,6,3276,6001,2,22,0,11,1302,2573,1,3,0.0
357,38,2021-10-14,Closed,2023-06-01 01:05:47,2023-06-01 20:42:47,2.0,2021,10,14,4486,3122,1,41,4,2,7339,2507,1,0,0.3846153846153847
358,25,2021-11-18,Open,,,3.0,2021,11,18,3054,2608,0,36,3,15,6485,2573,0,3,0.1346153846153846
359,58,2021-01-03,Pending Customer Response,2023-06-01 07:13:49,,3.0,2021,1,3,3023,1512,1,17,0,1,7584,2573,2,3,0.7692307692307693
360,24,2020-08-21,Open,,,3.0,2020,8,21,690,1473,1,24,0,12,2590,2573,0,0,0.1153846153846154
361,42,2020-02-05,Closed,2023-06-01 06:19:52,2023-06-01 08:39:52,5.0,2020,2,5,360,7113,1,31,1,8,2046,1936,3,1,0.4615384615384615
362,50,2020-12-05,Closed,2023-06-01 12:47:54,2023-06-01 14:54:54,4.0,2020,12,5,2093,508,2,6,2,11,1937,2372,3,0,0.6153846153846154
363,21,2021-03-14,Open,,,3.0,2021,3,14,7135,3508,1,31,2,6,3213,2573,2,0,0.0576923076923077
364,48,2020-08-21,Open,,,3.0,2020,8,21,1557,2333,1,17,3,1,3280,2573,0,1,0.576923076923077
365,33,2021-09-25,Closed,2023-06-01 15:03:58,2023-06-01 20:10:58,1.0,2021,9,25,1548,5568,1,15,1,9,355,2390,1,0,0.2884615384615385
366,22,2020-02-02,Closed,2023-06-01 11:34:59,2023-06-01 07:18:59,3.0,2020,2,2,157,3837,1,6,0,10,4577,1215,3,3,0.0769230769230769
367,51,2021-07-08,Open,,,3.0,2021,7,8,7661,2408,2,39,1,6,3316,2573,0,1,0.6346153846153847
368,29,2021-03-08,Open,,,3.0,2021,3,8,7129,4777,0,34,0,10,2582,2573,0,0,0.2115384615384615
369,29,2020-09-19,Pending Customer Response,2023-06-01 08:29:04,,3.0,2020,9,19,7459,1582,2,2,1,0,2837,2573,2,0,0.2115384615384615
370,62,2021-11-17,Pending Customer Response,2023-06-01 01:26:04,,3.0,2021,11,17,4865,5580,1,20,2,15,3754,2573,2,0,0.8461538461538461
